"Postcode"	"City"	"Usage"	"Municipality code"	"Municipality"	"Region code"	"Region"	"Latitude"	"Longitude"	"Quality code"	"Quality description"
4004	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.97	5.73	1	"Koordinatane gjeld postkontoret"
4005	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.97	5.73	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4006	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.97	5.73	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4007	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.98	5.72	5	"Koordinatane er retta av ein yr.no-brukar"
4008	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.97	5.72	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4009	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.96	5.71	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4010	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.96	5.73	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4011	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.96	5.73	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4012	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.96	5.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4013	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.97	5.74	5	"Koordinatane er retta av ein yr.no-brukar"
4014	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.97	5.75	5	"Koordinatane er retta av ein yr.no-brukar"
4015	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.96	5.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4016	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.95	5.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4017	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.94	5.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4018	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.93	5.73	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4019	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.95	5.72	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4020	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.92	5.72	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4021	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.95	5.7	5	"Koordinatane er retta av ein yr.no-brukar"
4022	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.96	5.7	5	"Koordinatane er retta av ein yr.no-brukar"
4023	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.96	5.69	5	"Koordinatane er retta av ein yr.no-brukar"
4024	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.97	5.71	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4025	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.98	5.7	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4026	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.98	5.71	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4027	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.98	5.69	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4028	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.99	5.68	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4029	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.99	5.68	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4032	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.9	5.73	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4033	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.89	5.75	5	"Koordinatane er retta av ein yr.no-brukar"
4034	"Stavanger"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.9	5.72	5	"Koordinatane er retta av ein yr.no-brukar"
4035	"Stavanger"	"Firma med eige postnummer"	1103	"Stavanger"	11	"Rogaland"	58.89	5.72	5	"Koordinatane er retta av ein yr.no-brukar"
4036	"Stavanger"	"Firma med eige postnummer"	1103	"Stavanger"	11	"Rogaland"	58.94	5.7	1	"Koordinatane er kontrollerte av yr.no"
4041	"Hafrsfjord"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.95	5.68	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4042	"Hafrsfjord"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.95	5.67	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4043	"Hafrsfjord"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.95	5.64	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4044	"Hafrsfjord"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.94	5.68	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4045	"Hafrsfjord"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.94	5.64	5	"Koordinatane er retta av ein yr.no-brukar"
4046	"Hafrsfjord"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.96	5.63	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4047	"Hafrsfjord"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.96	5.64	5	"Koordinatane er retta av ein yr.no-brukar"
4048	"Hafrsfjord"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.96	5.61	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4049	"Hafrsfjord"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	58.97	5.61	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4050	"Sola"	"Gateadresser"	1124	"Sola"	11	"Rogaland"	58.89	5.65	5	"Koordinatane er retta av ein yr.no-brukar"
4052	"Røyneberg"	"Gateadresser"	1124	"Sola"	11	"Rogaland"	58.91	5.68	5	"Koordinatane er retta av ein yr.no-brukar"
4053	"Ræge"	"Gateadresser"	1124	"Sola"	11	"Rogaland"	58.86	5.61	5	"Koordinatane er retta av ein yr.no-brukar"
4054	"Tjelta"	"Gateadresser og postboksar"	1124	"Sola"	11	"Rogaland"	58.84	5.6	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4055	"Stavanger Lufthavn"	"Gateadresser og postboksar"	1124	"Sola"	11	"Rogaland"	58.89	5.63	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4056	"Tananger"	"Gateadresser"	1124	"Sola"	11	"Rogaland"	58.94	5.59	5	"Koordinatane er retta av ein yr.no-brukar"
4059	"Røyneberg"	"Postboksar"	1124	"Sola"	11	"Rogaland"	58.91	5.68	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4064	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.89	5.75	1	"Koordinatane er kontrollerte av yr.no"
4065	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.89	5.75	1	"Koordinatane er kontrollerte av yr.no"
4066	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.89	5.75	1	"Koordinatane er kontrollerte av yr.no"
4067	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.89	5.75	1	"Koordinatane er kontrollerte av yr.no"
4068	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.89	5.75	1	"Koordinatane er kontrollerte av yr.no"
4069	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.89	5.75	1	"Koordinatane er kontrollerte av yr.no"
4070	"Randaberg"	"Gateadresser"	1127	"Randaberg"	11	"Rogaland"	59	5.62	5	"Koordinatane er retta av ein yr.no-brukar"
4076	"Vassøy"	"Gateadresser og postboksar"	1103	"Stavanger"	11	"Rogaland"	58.99	5.79	5	"Koordinatane er retta av ein yr.no-brukar"
4078	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.93	5.74	1	"Koordinatane gjeld postkontoret"
4079	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.9	5.72	1	"Koordinatane gjeld postkontoret"
4081	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.95	5.7	1	"Koordinatane gjeld postkontoret"
4082	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.99	5.69	1	"Koordinatane gjeld postkontoret"
4084	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.99	5.69	1	"Koordinatane gjeld postkontoret"
4085	"Hundvåg"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	59	5.73	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4086	"Hundvåg"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.99	5.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4087	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.91	5.73	1	"Koordinatane gjeld postkontoret"
4088	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.92	5.72	1	"Koordinatane gjeld postkontoret"
4089	"Hafrsfjord"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.97	5.6	1	"Koordinatane gjeld postkontoret"
4090	"Hafrsfjord"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.95	5.68	1	"Koordinatane gjeld postkontoret"
4091	"Hafrsfjord"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.96	5.64	1	"Koordinatane gjeld postkontoret"
4092	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.98	5.71	1	"Koordinatane gjeld postkontoret"
4093	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.97	5.75	1	"Koordinatane gjeld postkontoret"
4094	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.97	5.7	1	"Koordinatane gjeld postkontoret"
4095	"Stavanger"	"Postboksar"	1103	"Stavanger"	11	"Rogaland"	58.95	5.74	1	"Koordinatane gjeld postkontoret"
4096	"Randaberg"	"Postboksar"	1127	"Randaberg"	11	"Rogaland"	59	5.62	1	"Koordinatane gjeld postkontoret"
4097	"Sola"	"Postboksar"	1124	"Sola"	11	"Rogaland"	58.89	5.65	5	"Koordinatane er retta av ein yr.no-brukar"
4098	"Tananger"	"Postboksar"	1124	"Sola"	11	"Rogaland"	58.93	5.61	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4100	"Jørpeland"	"Gateadresser"	1130	"Strand"	11	"Rogaland"	59.03	6.04	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4102	"Idse"	"Gateadresser"	1130	"Strand"	11	"Rogaland"	58.98	5.95	5	"Koordinatane er retta av ein yr.no-brukar"
4110	"Forsand"	"Gateadresser"	1129	"Forsand"	11	"Rogaland"	58.9	6.11	5	"Koordinatane er retta av ein yr.no-brukar"
4119	"Forsand"	"Postboksar"	1129	"Forsand"	11	"Rogaland"	58.91	6.1	5	"Koordinatane er retta av ein yr.no-brukar"
4120	"Tau"	"Gateadresser"	1130	"Strand"	11	"Rogaland"	59.06	5.93	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4123	"Sør-Hidle"	"Gateadresser"	1130	"Strand"	11	"Rogaland"	59.05	5.82	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4124	"Tau"	"Postboksar"	1130	"Strand"	11	"Rogaland"	59.07	5.92	1	"Koordinatane gjeld postkontoret"
4126	"Jørpeland"	"Postboksar"	1130	"Strand"	11	"Rogaland"	59.02	6.04	1	"Koordinatane gjeld postkontoret"
4127	"Lysebotn"	"Gateadresser og postboksar"	1129	"Forsand"	11	"Rogaland"	59.06	6.65	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4128	"Fløyrli"	"Gateadresser"	1129	"Forsand"	11	"Rogaland"	59.01	6.43	5	"Koordinatane er retta av ein yr.no-brukar"
4129	"Songesand"	"Gateadresser"	1129	"Forsand"	11	"Rogaland"	59.02	6.33	5	"Koordinatane er retta av ein yr.no-brukar"
4130	"Hjelmeland"	"Gateadresser"	1133	"Hjelmeland"	11	"Rogaland"	59.23	6.18	5	"Koordinatane er retta av ein yr.no-brukar"
4134	"Jøsenfjorden"	"Gateadresser"	1133	"Hjelmeland"	11	"Rogaland"	59.33	6.45	5	"Koordinatane er retta av ein yr.no-brukar"
4137	"Årdal i Ryfylke"	"Gateadresser"	1133	"Hjelmeland"	11	"Rogaland"	59.15	6.18	5	"Koordinatane er retta av ein yr.no-brukar"
4139	"Fister"	"Gateadresser"	1133	"Hjelmeland"	11	"Rogaland"	59.18	6.07	5	"Koordinatane er retta av ein yr.no-brukar"
4146	"Skiftun"	"Gateadresser"	1133	"Hjelmeland"	11	"Rogaland"	59.28	6.14	5	"Koordinatane er retta av ein yr.no-brukar"
4148	"Hjelmeland"	"Postboksar"	1133	"Hjelmeland"	11	"Rogaland"	59.23	6.17	1	"Koordinatane gjeld postkontoret"
4150	"Rennesøy"	"Gateadresser"	1142	"Rennesøy"	11	"Rogaland"	59.1	5.7	5	"Koordinatane er retta av ein yr.no-brukar"
4152	"Vestre Åmøy"	"Gateadresser"	1142	"Rennesøy"	11	"Rogaland"	59.04	5.69	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4153	"Brimse"	"Gateadresser"	1142	"Rennesøy"	11	"Rogaland"	59.08	5.81	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4154	"Austre Åmøy"	"Gateadresser"	1103	"Stavanger"	11	"Rogaland"	59.04	5.76	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4156	"Mosterøy"	"Gateadresser"	1142	"Rennesøy"	11	"Rogaland"	59.06	5.7	5	"Koordinatane er retta av ein yr.no-brukar"
4158	"Bru"	"Gateadresser"	1142	"Rennesøy"	11	"Rogaland"	59.04	5.66	5	"Koordinatane er retta av ein yr.no-brukar"
4159	"Rennesøy"	"Postboksar"	1142	"Rennesøy"	11	"Rogaland"	59.1	5.7	1	"Koordinatane gjeld postkontoret"
4160	"Finnøy"	"Gateadresser"	1141	"Finnøy"	11	"Rogaland"	59.17	5.83	5	"Koordinatane er retta av ein yr.no-brukar"
4161	"Finnøy"	"Postboksar"	1141	"Finnøy"	11	"Rogaland"	59.17	5.88	1	"Koordinatane gjeld postkontoret"
4163	"Talgje"	"Gateadresser"	1141	"Finnøy"	11	"Rogaland"	59.11	5.84	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4164	"Fogn"	"Gateadresser"	1141	"Finnøy"	11	"Rogaland"	59.14	5.91	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4167	"Helgøy i Ryfylke"	"Gateadresser"	1133	"Hjelmeland"	11	"Rogaland"	59.14	6.02	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4168	"Byre"	"Gateadresser"	1141	"Finnøy"	11	"Rogaland"	59.16	5.97	5	"Koordinatane er retta av ein yr.no-brukar"
4169	"Sørbokn"	"Gateadresser"	1141	"Finnøy"	11	"Rogaland"	59.16	5.95	5	"Koordinatane er retta av ein yr.no-brukar"
4170	"Sjernarøy"	"Gateadresser"	1141	"Finnøy"	11	"Rogaland"	59.26	5.88	5	"Koordinatane er retta av ein yr.no-brukar"
4173	"Nord-Hidle"	"Gateadresser"	1141	"Finnøy"	11	"Rogaland"	59.23	5.89	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4174	"Helgøysund"	"Gateadresser og postboksar"	1141	"Finnøy"	11	"Rogaland"	59.23	5.84	1	"Koordinatane gjeld postkontoret"
4180	"Kvitsøy"	"Gateadresser og postboksar"	1144	"Kvitsøy"	11	"Rogaland"	59.06	5.4	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4182	"Skartveit"	"Gateadresser og postboksar"	1141	"Finnøy"	11	"Rogaland"	59.2	5.96	1	"Koordinatane gjeld postkontoret"
4187	"Ombo"	"Gateadresser"	1141	"Finnøy"	11	"Rogaland"	59.24	5.94	5	"Koordinatane er retta av ein yr.no-brukar"
4198	"Foldøy"	"Gateadresser"	1134	"Suldal"	11	"Rogaland"	59.34	5.97	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4200	"Sauda"	"Gateadresser"	1135	"Sauda"	11	"Rogaland"	59.65	6.35	5	"Koordinatane er retta av ein yr.no-brukar"
4201	"Sauda"	"Postboksar"	1135	"Sauda"	11	"Rogaland"	59.65	6.35	1	"Koordinatane gjeld postkontoret"
4208	"Saudasjøen"	"Gateadresser"	1135	"Sauda"	11	"Rogaland"	59.64	6.31	5	"Koordinatane er retta av ein yr.no-brukar"
4209	"Vanvik"	"Gateadresser"	1134	"Suldal"	11	"Rogaland"	59.54	6.36	5	"Koordinatane er retta av ein yr.no-brukar"
4230	"Sand"	"Gateadresser"	1134	"Suldal"	11	"Rogaland"	59.48	6.25	5	"Koordinatane er retta av ein yr.no-brukar"
4233	"Erfjord"	"Gateadresser og postboksar"	1134	"Suldal"	11	"Rogaland"	59.35	6.24	1	"Koordinatane gjeld postkontoret"
4234	"Jelsa"	"Gateadresser"	1134	"Suldal"	11	"Rogaland"	59.34	6.03	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4235	"Hebnes"	"Gateadresser"	1134	"Suldal"	11	"Rogaland"	59.36	5.96	5	"Koordinatane er retta av ein yr.no-brukar"
4237	"Suldalsosen"	"Gateadresser"	1134	"Suldal"	11	"Rogaland"	59.49	6.52	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4239	"Sand"	"Postboksar"	1134	"Suldal"	11	"Rogaland"	59.48	6.25	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4240	"Suldalsosen"	"Postboksar"	1134	"Suldal"	11	"Rogaland"	59.49	6.55	1	"Koordinatane gjeld postkontoret"
4244	"Nesflaten"	"Gateadresser og postboksar"	1134	"Suldal"	11	"Rogaland"	59.65	6.8	1	"Koordinatane gjeld postkontoret"
4250	"Kopervik"	"Gateadresser"	1149	"Karmøy"	11	"Rogaland"	59.28	5.31	5	"Koordinatane er retta av ein yr.no-brukar"
4260	"Torvastad"	"Gateadresser"	1149	"Karmøy"	11	"Rogaland"	59.4	5.26	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4262	"Avaldsnes"	"Gateadresser"	1149	"Karmøy"	11	"Rogaland"	59.36	5.28	5	"Koordinatane er retta av ein yr.no-brukar"
4264	"Kvalavåg"	"Gateadresser og postboksar"	1149	"Karmøy"	11	"Rogaland"	59.32	5.21	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4265	"Håvik"	"Gateadresser"	1149	"Karmøy"	11	"Rogaland"	59.32	5.28	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4270	"Åkrehamn"	"Gateadresser"	1149	"Karmøy"	11	"Rogaland"	59.26	5.19	5	"Koordinatane er retta av ein yr.no-brukar"
4272	"Sandve"	"Gateadresser og postboksar"	1149	"Karmøy"	11	"Rogaland"	59.18	5.19	1	"Koordinatane er kontrollerte av yr.no"
4274	"Stol"	"Gateadresser og postboksar"	1149	"Karmøy"	11	"Rogaland"	59.22	5.19	5	"Koordinatane er retta av ein yr.no-brukar"
4275	"Sævelandsvik"	"Gateadresser og postboksar"	1149	"Karmøy"	11	"Rogaland"	59.27	5.2	5	"Koordinatane er retta av ein yr.no-brukar"
4276	"Vedavågen"	"Gateadresser"	1149	"Karmøy"	11	"Rogaland"	59.29	5.22	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4280	"Skudeneshavn"	"Gateadresser"	1149	"Karmøy"	11	"Rogaland"	59.15	5.26	5	"Koordinatane er retta av ein yr.no-brukar"
4291	"Kopervik"	"Postboksar"	1149	"Karmøy"	11	"Rogaland"	59.28	5.31	5	"Koordinatane er retta av ein yr.no-brukar"
4294	"Kopervik"	"Postboksar"	1149	"Karmøy"	11	"Rogaland"	59.29	5.29	5	"Koordinatane er retta av ein yr.no-brukar"
4295	"Vedavågen"	"Postboksar"	1149	"Karmøy"	11	"Rogaland"	59.29	5.23	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4296	"Åkrehamn"	"Postboksar"	1149	"Karmøy"	11	"Rogaland"	59.26	5.19	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4297	"Skudeneshavn"	"Postboksar"	1149	"Karmøy"	11	"Rogaland"	59.15	5.26	5	"Koordinatane er retta av ein yr.no-brukar"
4298	"Torvastad"	"Postboksar"	1149	"Karmøy"	11	"Rogaland"	59.39	5.27	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4299	"Avaldsnes"	"Postboksar"	1149	"Karmøy"	11	"Rogaland"	59.35	5.28	1	"Koordinatane gjeld postkontoret"
4301	"Sandnes"	"Postboksar"	1102	"Sandnes"	11	"Rogaland"	58.85	5.74	1	"Koordinatane gjeld postkontoret"
4302	"Sandnes"	"Postboksar"	1102	"Sandnes"	11	"Rogaland"	58.85	5.74	1	"Koordinatane gjeld postkontoret"
4303	"Sandnes"	"Postboksar"	1102	"Sandnes"	11	"Rogaland"	58.85	5.74	1	"Koordinatane gjeld postkontoret"
4304	"Sandnes"	"Postboksar"	1102	"Sandnes"	11	"Rogaland"	58.85	5.74	1	"Koordinatane gjeld postkontoret"
4305	"Sandnes"	"Postboksar"	1102	"Sandnes"	11	"Rogaland"	58.85	5.74	1	"Koordinatane gjeld postkontoret"
4306	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.85	5.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4307	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.86	5.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4308	"Sandnes"	"Gateadresser og postboksar"	1102	"Sandnes"	11	"Rogaland"	58.83	5.83	5	"Koordinatane er retta av ein yr.no-brukar"
4309	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.86	5.79	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4310	"Hommersåk"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.92	5.84	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4311	"Hommersåk"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.93	5.85	5	"Koordinatane er retta av ein yr.no-brukar"
4312	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.84	5.7	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4313	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.87	5.73	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4314	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.88	5.73	5	"Koordinatane er retta av ein yr.no-brukar"
4315	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.88	5.74	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4316	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.86	5.72	5	"Koordinatane er retta av ein yr.no-brukar"
4317	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.86	5.73	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4318	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.84	5.71	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4319	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.85	5.72	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4321	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.83	5.71	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4322	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.82	5.7	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4323	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.82	5.72	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4324	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.82	5.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4325	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.83	5.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4326	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.84	5.76	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4327	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.85	5.75	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4328	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.86	5.76	5	"Koordinatane er retta av ein yr.no-brukar"
4329	"Sandnes"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.87	5.77	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4330	"Ålgård"	"Gateadresser"	1122	"Gjesdal"	11	"Rogaland"	58.77	5.85	5	"Koordinatane er retta av ein yr.no-brukar"
4332	"Figgjo"	"Gateadresser"	1102	"Sandnes"	11	"Rogaland"	58.78	5.82	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4333	"Oltedal"	"Gateadresser og postboksar"	1122	"Gjesdal"	11	"Rogaland"	58.83	6.05	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4335	"Dirdal"	"Gateadresser"	1122	"Gjesdal"	11	"Rogaland"	58.83	6.18	5	"Koordinatane er retta av ein yr.no-brukar"
4339	"Ålgård"	"Postboksar"	1122	"Gjesdal"	11	"Rogaland"	58.77	5.85	1	"Koordinatane gjeld postkontoret"
4340	"Bryne"	"Gateadresser"	1121	"Time"	11	"Rogaland"	58.73	5.65	5	"Koordinatane er retta av ein yr.no-brukar"
4342	"Undheim"	"Gateadresser"	1121	"Time"	11	"Rogaland"	58.68	5.78	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4343	"Orre"	"Gateadresser"	1120	"Klepp"	11	"Rogaland"	58.72	5.57	2	"Koordinatane er kontrollerte av ein yr.no-brukar"
4348	"Bryne"	"Postboksar"	1121	"Time"	11	"Rogaland"	58.73	5.73	1	"Koordinatane gjeld postkontoret"
4349	"Bryne"	"Postboksar"	1121	"Time"	11	"Rogaland"	58.73	5.65	1	"Koordinatane gjeld postkontoret"
4352	"Kleppe"	"Gateadresser"	1120	"Klepp"	11	"Rogaland"	58.78	5.63	5	"Koordinatane er retta av ein yr.no-brukar"
4353	"Klepp Stasjon"	"Gateadresser"	1120	"Klepp"	11	"Rogaland"	58.77	5.67	5	"Koordinatane er retta av ein yr.no-brukar"
4354	"Voll"	"Gateadresser"	1120	"Klepp"	11	"Rogaland"	58.81	5.6	5	"Koordinatane er retta av ein yr.no-brukar"
4355	"Kvernaland"	"Gateadresser"	1121	"Time"	11	"Rogaland"	58.78	5.72	5	"Koordinatane er retta av ein yr.no-brukar"
4356	"Kvernaland"	"Postboksar"	1121	"Time"	11	"Rogaland"	58.78	5.72	1	"Koordinatane gjeld postkontoret"
